Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,Tidak Resign,Never,1038,Sales,8,SMP/SMA,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,No,19,4,0,3,2,2,2,2,2,2
27,Tidak Resign,Never,691,Research & Development,9,Sarjana (S1),Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,No,18,4,1,6,1,1,2,2,2,2
33,Tidak Resign,Rarely,1198,Research & Development,1,Magister (S2),Other,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Yes,11,2,0,6,1,3,3,2,0,2
19,Resign,Never,504,Research & Development,10,Sarjana (S1),Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,2,0,1,2,4,1,1,0,0
37,Tidak Resign,Never,1040,Research & Development,2,Diploma (D3/D4),Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,4,1,17,2,4,1,0,0,0
29,Tidak Resign,Rarely,153,Research & Development,15,Diploma (D3/D4),Life Sciences,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,0,Yes,12,4,0,10,3,3,9,5,0,8
38,Tidak Resign,Rarely,849,Research & Development,25,Diploma (D3/D4),Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,No,17,3,1,19,2,3,10,8,0,1
54,Tidak Resign,Rarely,1441,Research & Development,17,Sarjana (S1),Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,No,11,3,1,22,2,3,10,7,0,8
29,Tidak Resign,Rarely,1328,Research & Development,2,Sarjana (S1),Life Sciences,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,No,23,4,1,6,3,3,5,4,0,4
26,Tidak Resign,Frequently,1283,Sales,1,Sarjana (S1),Medical,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,No,12,2,0,7,2,3,7,7,0,7
37,Tidak Resign,Never,1252,Sales,19,Diploma (D3/D4),Medical,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Yes,13,4,0,10,2,3,10,0,0,9
31,Tidak Resign,Rarely,655,Research & Development,7,Magister (S2),Life Sciences,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,No,22,4,1,10,3,2,7,7,1,7
45,Resign,Frequently,306,Sales,26,Magister (S2),Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,No,14,4,2,5,4,3,1,1,0,0
43,Tidak Resign,Rarely,589,Research & Development,14,Diploma (D3/D4),Life Sciences,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,No,24,3,1,22,3,3,4,1,1,0
29,Tidak Resign,Rarely,986,Research & Development,3,Magister (S2),Medical,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,0,10,2,3,10,2,0,7
30,Tidak Resign,Rarely,231,Sales,8,Diploma (D3/D4),Other,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,No,11,1,1,10,2,4,8,4,7,7
25,Tidak Resign,Rarely,1372,Sales,18,SMP/SMA,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,No,11,2,0,6,3,2,3,2,1,2
42,Tidak Resign,Never,179,Human Resources,2,Doktor (S3),Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,1,1,10,3,4,4,3,0,3
32,Tidak Resign,Frequently,967,Sales,8,Sarjana (S1),Marketing,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,No,14,4,0,9,2,3,9,8,3,7
32,Tidak Resign,Frequently,430,Research & Development,24,Magister (S2),Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,No,15,4,2,10,2,3,10,8,4,7
55,Tidak Resign,Rarely,147,Research & Development,20,Diploma (D3/D4),Technical Degree,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Yes,19,4,1,12,4,3,10,7,0,8
27,Tidak Resign,Never,1277,Research & Development,8,Doktor (S3),Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,4,3,3,4,3,3,2,1,2
38,Tidak Resign,Frequently,1186,Research & Development,3,Magister (S2),Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,1,1,8,2,3,2,2,2,2
37,Tidak Resign,Frequently,1231,Sales,21,Diploma (D3/D4),Medical,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,No,15,2,1,10,3,3,5,4,0,0
26,Tidak Resign,Frequently,496,Research & Development,11,Diploma (D3/D4),Medical,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Yes,13,3,1,5,3,3,5,3,3,3
26,Tidak Resign,Rarely,1443,Sales,23,Sarjana (S1),Marketing,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Yes,19,3,1,5,2,2,2,2,0,0
41,Tidak Resign,Rarely,802,Sales,9,SMP/SMA,Life Sciences,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,1,12,2,3,9,7,0,7
19,Tidak Resign,Rarely,645,Research & Development,9,Diploma (D3/D4),Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,3,0,1,4,3,1,1,0,0
40,Tidak Resign,Rarely,630,Sales,4,Magister (S2),Marketing,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,1,1,15,2,2,12,11,2,11
43,Tidak Resign,Frequently,559,Research & Development,10,Magister (S2),Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,No,11,2,1,9,3,4,9,7,0,0
35,Tidak Resign,Never,727,Research & Development,3,Sarjana (S1),Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,No,18,3,2,1,3,3,1,0,0,0
49,Tidak Resign,Rarely,470,Research & Development,20,Magister (S2),Medical,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,No,14,3,0,16,2,2,15,11,5,11
37,Tidak Resign,Never,1413,Research & Development,5,Diploma (D3/D4),Technical Degree,3,Male,84,4,1,Laboratory Technician,3,Single,3500,25470,0,No,14,1,0,7,2,1,6,5,1,3
43,Tidak Resign,Frequently,313,Research & Development,21,Sarjana (S1),Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,1,1,8,1,3,3,2,1,2
23,Tidak Resign,Rarely,541,Sales,2,SMP/SMA,Technical Degree,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,No,13,3,1,3,3,3,0,0,0,0
55,Tidak Resign,Rarely,836,Research & Development,8,Sarjana (S1),Medical,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Yes,14,3,3,21,2,3,5,0,0,2
34,Tidak Resign,Frequently,669,Research & Development,1,Sarjana (S1),Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,3,0,14,3,3,13,9,4,9
58,Resign,Rarely,289,Research & Development,2,Sarjana (S1),Technical Degree,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,4,No,24,1,0,7,4,3,1,0,0,0
34,Tidak Resign,Frequently,618,Research & Development,3,SMP/SMA,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,0,7,1,2,6,2,0,4
30,Tidak Resign,Never,829,Research & Development,1,SMP/SMA,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,No,22,3,0,12,2,3,11,8,5,8
32,Tidak Resign,Rarely,120,Research & Development,6,Doktor (S3),Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,No,20,1,0,8,2,3,5,4,1,4
36,Tidak Resign,Rarely,1396,Research & Development,5,Diploma (D3/D4),Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,No,16,4,0,16,3,4,13,11,3,7
40,Tidak Resign,Frequently,1184,Sales,2,Magister (S2),Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,4,3,5,2,3,0,0,0,0
36,Tidak Resign,Never,1105,Research & Development,24,Magister (S2),Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,No,15,3,1,11,3,3,9,8,0,8
34,Tidak Resign,Rarely,204,Sales,14,Sarjana (S1),Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Yes,18,4,2,8,3,3,8,2,0,6
34,Tidak Resign,Rarely,665,Research & Development,6,Magister (S2),Other,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,No,14,3,0,16,3,3,16,13,2,10
39,Tidak Resign,Rarely,1383,Human Resources,2,Sarjana (S1),Life Sciences,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,No,11,3,2,13,2,3,5,4,0,4
31,Resign,Frequently,307,Research & Development,29,Diploma (D3/D4),Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,No,11,2,0,6,2,4,5,4,1,4
38,Tidak Resign,Rarely,1035,Sales,3,Magister (S2),Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,0,19,1,3,1,0,0,0
26,Tidak Resign,Rarely,991,Research & Development,6,Sarjana (S1),Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Yes,13,3,1,3,2,3,3,2,0,2
35,Tidak Resign,Rarely,735,Research & Development,6,SMP/SMA,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,Yes,14,4,0,4,3,3,3,2,2,2
31,Tidak Resign,Rarely,691,Research & Development,5,Magister (S2),Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Yes,12,3,1,6,4,3,5,2,0,3
39,Tidak Resign,Frequently,443,Research & Development,8,SMP/SMA,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,1,1,8,3,3,8,3,0,7
29,Tidak Resign,Rarely,1252,Research & Development,23,Diploma (D3/D4),Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,No,24,3,1,10,3,3,10,7,0,7
29,Resign,Rarely,121,Sales,27,Sarjana (S1),Marketing,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,No,22,4,3,10,3,2,10,4,1,9
44,Resign,Rarely,935,Research & Development,3,Sarjana (S1),Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,2362,14669,4,No,12,3,0,10,4,4,3,2,1,2
26,Tidak Resign,Rarely,841,Research & Development,6,Sarjana (S1),Other,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,0,5,3,2,5,4,4,3
48,Tidak Resign,Rarely,163,Sales,2,Doktor (S3),Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,1,1,14,2,3,9,7,6,7
38,Tidak Resign,Rarely,364,Research & Development,3,Doktor (S3),Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Yes,20,2,0,19,2,3,3,2,2,2
23,Resign,Rarely,1243,Research & Development,6,Sarjana (S1),Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Yes,21,3,2,1,2,3,0,0,0,0
50,Tidak Resign,Rarely,939,Research & Development,24,Sarjana (S1),Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Yes,18,4,1,22,2,3,12,11,1,5
37,Tidak Resign,Rarely,1189,Sales,3,Sarjana (S1),Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,1,0,12,3,3,5,3,1,3
49,Resign,Rarely,1184,Sales,11,Sarjana (S1),Marketing,3,Female,43,3,3,Sales Executive,4,Married,7654,5860,1,No,18,1,2,9,3,4,9,8,7,7
34,Tidak Resign,Frequently,135,Research & Development,19,Sarjana (S1),Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,No,13,3,2,15,2,4,11,8,5,10
34,Tidak Resign,Rarely,970,Research & Development,8,Diploma (D3/D4),Medical,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,No,11,4,0,10,2,3,5,1,4,3
37,Tidak Resign,Frequently,889,Research & Development,9,Sarjana (S1),Medical,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Yes,12,3,3,4,3,2,4,2,1,2
30,Resign,Rarely,138,Research & Development,22,Sarjana (S1),Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Yes,11,2,0,7,2,3,5,2,0,1
37,Tidak Resign,Rarely,1225,Research & Development,10,Diploma (D3/D4),Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,No,17,1,0,4,2,3,1,0,0,0
36,Tidak Resign,Rarely,922,Research & Development,3,Diploma (D3/D4),Life Sciences,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,22,1,1,7,2,3,1,0,0,0
24,Tidak Resign,Never,1269,Research & Development,4,SMP/SMA,Life Sciences,1,Male,46,2,1,Laboratory Technician,4,Married,3162,10778,0,No,17,4,0,6,2,2,5,2,3,4
32,Tidak Resign,Never,1184,Research & Development,1,Sarjana (S1),Life Sciences,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,No,20,3,0,5,3,3,3,0,0,2
34,Tidak Resign,Rarely,121,Research & Development,2,Magister (S2),Medical,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,No,11,3,0,6,3,3,6,5,1,3
26,Tidak Resign,Rarely,652,Research & Development,7,Sarjana (S1),Other,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,0,No,12,4,0,8,2,3,7,7,0,7
33,Tidak Resign,Frequently,1141,Sales,1,Sarjana (S1),Life Sciences,3,Female,42,4,2,Sales Executive,1,Married,5376,3193,2,No,19,1,2,10,3,3,5,3,1,3
35,Tidak Resign,Rarely,1276,Research & Development,16,Sarjana (S1),Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,0,10,2,3,8,7,0,0
38,Tidak Resign,Frequently,240,Research & Development,2,Magister (S2),Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Yes,12,4,0,17,2,3,15,7,4,12
59,Tidak Resign,Rarely,326,Sales,3,Sarjana (S1),Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,No,17,4,0,13,2,3,6,1,0,5
36,Tidak Resign,Rarely,928,Sales,1,Diploma (D3/D4),Life Sciences,2,Male,56,3,2,Sales Executive,4,Married,6201,2823,1,Yes,14,4,1,18,1,2,18,14,4,11
37,Tidak Resign,Frequently,663,Research & Development,11,Sarjana (S1),Other,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Yes,14,3,3,10,1,3,10,8,0,7
28,Tidak Resign,Rarely,1117,Research & Development,8,Diploma (D3/D4),Life Sciences,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,No,21,4,0,5,3,3,5,3,0,2
34,Tidak Resign,Rarely,254,Research & Development,1,Diploma (D3/D4),Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Yes,13,4,1,6,3,3,6,5,1,3
35,Resign,Rarely,1204,Sales,4,Sarjana (S1),Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,1,0,9,2,3,8,7,4,7
48,Tidak Resign,Rarely,1355,Research & Development,4,Magister (S2),Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,No,14,2,0,27,3,3,15,11,4,8
41,Tidak Resign,Rarely,933,Research & Development,9,Magister (S2),Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,No,21,4,1,7,2,3,5,0,1,4
36,Tidak Resign,Frequently,469,Research & Development,3,Sarjana (S1),Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,0,12,2,2,11,10,0,7
31,Tidak Resign,Rarely,746,Research & Development,8,Magister (S2),Life Sciences,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,No,23,4,0,11,2,3,11,7,1,8
35,Tidak Resign,Frequently,944,Sales,1,Sarjana (S1),Marketing,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,1,No,14,1,0,10,3,4,10,7,0,8
23,Tidak Resign,Rarely,373,Research & Development,1,Diploma (D3/D4),Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,No,22,4,1,1,2,3,1,0,0,1
28,Tidak Resign,Rarely,1476,Research & Development,16,Diploma (D3/D4),Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,No,19,3,0,9,2,3,8,3,0,7
60,Tidak Resign,Rarely,1179,Sales,16,Magister (S2),Marketing,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,No,14,4,0,10,1,3,2,2,2,2
24,Tidak Resign,Rarely,477,Research & Development,24,Sarjana (S1),Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,0,6,2,3,4,3,1,2
55,Tidak Resign,Frequently,135,Research & Development,18,Magister (S2),Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,4,2,17,3,3,8,7,6,7
30,Tidak Resign,Rarely,852,Research & Development,1,SMP/SMA,Life Sciences,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Yes,12,3,2,10,1,2,10,8,3,0
29,Resign,Rarely,318,Research & Development,8,Magister (S2),Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Yes,11,4,0,7,4,2,7,7,0,7
36,Tidak Resign,Rarely,1278,Human Resources,8,Sarjana (S1),Life Sciences,1,Male,77,2,1,Human Resources,1,Married,2342,8635,0,No,21,3,0,6,3,3,5,4,0,3
41,Resign,Never,906,Research & Development,5,Diploma (D3/D4),Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,1,1,5,2,1,1,0,0,0
36,Tidak Resign,Rarely,1174,Sales,3,Magister (S2),Marketing,1,Female,99,3,2,Sales Executive,2,Single,9278,20763,3,Yes,16,4,0,15,3,3,5,4,0,1
38,Tidak Resign,Rarely,1333,Research & Development,1,Sarjana (S1),Technical Degree,4,Female,80,3,3,Research Director,1,Married,13582,16292,1,No,13,2,1,15,3,3,15,12,5,11
38,Tidak Resign,Rarely,362,Research & Development,1,SMP/SMA,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,No,17,4,0,8,3,2,0,0,0,0
37,Tidak Resign,Rarely,1319,Research & Development,6,Sarjana (S1),Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Yes,13,1,2,13,2,3,7,7,6,7
45,Tidak Resign,Rarely,974,Research & Development,1,Magister (S2),Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,No,14,4,2,8,2,3,5,3,0,2
24,Resign,Rarely,984,Research & Development,17,Diploma (D3/D4),Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,1,1,1,3,1,1,0,0,0
52,Tidak Resign,Rarely,956,Research & Development,6,Diploma (D3/D4),Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,2,2,18,3,3,10,9,6,9
49,Tidak Resign,Rarely,1261,Research & Development,7,Sarjana (S1),Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,No,24,3,0,26,2,3,5,2,0,0
19,Resign,Rarely,528,Sales,22,SMP/SMA,Marketing,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Yes,19,4,0,0,2,2,0,0,0,0
22,Tidak Resign,Rarely,604,Research & Development,6,SMP/SMA,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,No,20,4,0,3,3,3,2,2,2,2
33,Tidak Resign,Frequently,1392,Research & Development,3,Magister (S2),Life Sciences,4,Female,56,3,1,Research Scientist,3,Married,2909,23159,1,Yes,11,3,0,8,3,3,8,7,3,0
37,Tidak Resign,Rarely,1115,Research & Development,1,Magister (S2),Life Sciences,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,No,18,3,1,7,2,4,7,5,0,7
36,Tidak Resign,Frequently,607,Sales,7,Sarjana (S1),Marketing,1,Female,83,4,2,Sales Executive,1,Married,4639,2261,2,No,16,4,1,17,2,2,15,7,6,13
50,Tidak Resign,Rarely,1046,Research & Development,10,Sarjana (S1),Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,No,15,4,0,20,2,3,4,3,1,3
33,Tidak Resign,Rarely,213,Research & Development,7,Sarjana (S1),Medical,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,No,11,4,0,14,3,4,13,9,3,7
43,Tidak Resign,Frequently,1001,Research & Development,9,Doktor (S3),Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Yes,13,2,1,10,3,3,8,7,4,7
30,Tidak Resign,Rarely,1275,Research & Development,28,Diploma (D3/D4),Medical,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,No,13,4,2,11,2,3,10,8,1,9
36,Resign,Rarely,1218,Sales,9,Magister (S2),Life Sciences,3,Male,82,2,1,Sales Representative,1,Single,3407,6986,7,No,23,2,0,10,4,3,5,3,0,3
27,Tidak Resign,Rarely,1055,Research & Development,2,Magister (S2),Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,No,18,2,1,4,2,3,3,2,2,2
36,Resign,Rarely,660,Research & Development,15,Sarjana (S1),Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,14,2,1,9,3,2,1,0,0,0
29,Tidak Resign,Rarely,1329,Research & Development,7,Sarjana (S1),Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,2,2,6,2,3,6,0,1,0
37,Tidak Resign,Rarely,482,Research & Development,3,Sarjana (S1),Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,No,15,3,1,10,2,3,10,7,7,8
30,Tidak Resign,Rarely,1339,Sales,5,Sarjana (S1),Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,No,12,3,1,12,2,3,10,9,7,4
33,Resign,Rarely,118,Sales,16,Sarjana (S1),Marketing,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,No,15,3,0,6,3,3,3,2,0,2
31,Tidak Resign,Never,979,Research & Development,1,Magister (S2),Medical,3,Male,90,1,2,Manufacturing Director,3,Married,4345,4381,0,No,12,4,1,6,2,3,5,4,1,4
30,Tidak Resign,Never,879,Research & Development,9,Diploma (D3/D4),Medical,3,Female,72,3,2,Manufacturing Director,3,Single,4695,12858,7,Yes,18,3,0,10,3,3,8,4,1,7
59,Tidak Resign,Rarely,1324,Research & Development,3,Sarjana (S1),Medical,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,4,Yes,20,1,3,12,3,2,1,0,0,0
49,Resign,Frequently,1475,Research & Development,28,Diploma (D3/D4),Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,4284,22710,3,No,20,1,0,20,2,3,4,3,1,3
28,Resign,Rarely,103,Research & Development,24,Sarjana (S1),Life Sciences,3,Male,50,2,1,Laboratory Technician,3,Single,2028,12947,5,Yes,14,2,0,6,4,3,4,2,0,3
26,Resign,Frequently,575,Research & Development,3,SMP/SMA,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,No,22,3,0,7,2,3,6,4,0,4
31,Tidak Resign,Never,1188,Sales,20,Diploma (D3/D4),Marketing,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,No,13,4,1,9,2,2,9,8,0,0
40,Tidak Resign,Never,1094,Sales,28,Sarjana (S1),Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,No,15,3,1,20,2,3,1,0,0,1
33,Resign,Rarely,1277,Research & Development,15,SMP/SMA,Medical,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,4,0,15,2,4,7,6,7,7
46,Tidak Resign,Frequently,1034,Research & Development,18,SMP/SMA,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,4,0,28,3,2,2,2,1,2
37,Tidak Resign,Rarely,397,Research & Development,7,Magister (S2),Medical,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,No,13,1,0,16,3,4,5,2,0,2
31,Tidak Resign,Rarely,329,Research & Development,1,Diploma (D3/D4),Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,1,4,3,3,4,2,3,2
33,Tidak Resign,Frequently,430,Sales,7,Sarjana (S1),Medical,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,0,No,14,1,2,5,2,3,4,3,0,3
59,Tidak Resign,Rarely,1089,Sales,1,Diploma (D3/D4),Technical Degree,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,1,14,1,1,6,4,0,4
58,Tidak Resign,Rarely,1272,Research & Development,5,Sarjana (S1),Technical Degree,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552,9255,2,Yes,13,4,1,24,3,3,6,0,0,4
28,Tidak Resign,Rarely,440,Research & Development,21,Sarjana (S1),Medical,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,No,11,3,1,5,2,1,5,2,0,2
30,Tidak Resign,Rarely,852,Sales,10,Sarjana (S1),Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,1,1,10,3,3,10,3,1,4
46,Tidak Resign,Frequently,1211,Sales,5,Magister (S2),Marketing,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Yes,21,3,0,14,4,3,9,6,0,8
31,Resign,Frequently,1060,Sales,1,Sarjana (S1),Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,Yes,11,1,0,3,2,4,3,2,2,2
31,Resign,Rarely,202,Research & Development,8,Sarjana (S1),Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,1261,22262,1,No,12,3,0,1,3,4,1,0,0,0
22,Tidak Resign,Never,1123,Research & Development,16,Diploma (D3/D4),Medical,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935,7324,1,Yes,13,2,2,1,2,2,1,0,0,0
35,Resign,Frequently,130,Research & Development,25,Magister (S2),Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Yes,19,1,1,10,3,2,10,2,7,8
34,Tidak Resign,Rarely,131,Sales,2,Sarjana (S1),Marketing,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,Yes,12,4,0,4,3,3,3,2,0,2
39,Resign,Rarely,1122,Research & Development,6,Sarjana (S1),Medical,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,7,Yes,21,4,0,8,2,1,2,2,2,2
38,Tidak Resign,Rarely,770,Sales,10,Magister (S2),Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,2,2,9,2,3,8,7,2,7
33,Resign,Rarely,587,Research & Development,10,SMP/SMA,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,1,3,8,2,3,4,3,1,3
25,Tidak Resign,Rarely,891,Sales,4,Diploma (D3/D4),Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Yes,11,2,0,5,3,3,5,4,1,3
